ID SeqNum Temperature Humidity Light Time
1 1255 21 25 50 62823 
2 1123 20 26 60 56223 
1 1256 21 25 47 62873 
2 1124 20 26 68 56273 
1 1257 21 25 42 62923 
2 1125 20 26 63 56323 
1 1258 21 25 45 62973 
2 1126 20 26 64 56373 
1 1259 21 25 45 63023 
2 1127 20 26 64 56423 
1 1260 21 25 45 63073 
2 1128 20 26 68 56473 
1 1261 21 25 43 63123 
2 1129 20 26 64 56523 
1 1262 21 25 44 63173 
2 1130 20 26 59 56573 
1 1263 21 25 43 63223 
2 1131 20 26 65 56623 
1 1264 21 25 37 63273 
2 1132 20 26 63 56673 
1 1265 21 25 47 63323 
2 1133 20 26 62 56723 
1 1266 21 25 44 63373 
2 1134 20 26 71 56773 
1 1267 21 25 46 63423 
2 1135 20 26 64 56823 
1 1268 21 25 50 63473 
2 1136 20 26 67 56873 
1 1269 21 25 48 63523 
2 1137 20 26 68 56923 
1 1270 21 25 44 63573 
2 1138 20 26 68 56973 
1 1271 21 25 52 63623 
2 1139 20 26 70 57023 
1 1272 21 25 44 63673 
2 1140 20 26 68 57073 
1 1273 21 25 42 63723 
2 1141 20 26 62 57123 
1 1274 21 25 46 63773 
2 1142 20 26 61 57173 
1 1275 21 25 44 63823 
2 1143 20 26 65 57223 
1 1276 21 25 45 63873 
2 1144 20 26 67 57273 
1 1277 21 25 45 63923 
2 1145 20 26 67 57323 
1 1278 21 25 44 63973 
2 1146 20 26 67 57373 
1 1279 21 25 43 64023 
2 1147 20 26 71 57423 
1 1280 21 25 45 64073 
2 1148 20 26 63 57473 
1 1281 21 25 43 64123 
2 1149 20 26 67 57523 
1 1282 21 25 45 64173 
2 1150 20 26 63 57573 
1 1283 21 25 35 64223 
2 1151 20 26 64 57623 
1 1284 21 25 46 64273 
2 1152 20 26 71 57673 
1 1285 21 25 50 64323 
2 1153 20 26 66 57723 
1 1286 21 25 32 64373 
2 1154 20 26 68 57773 
1 1287 21 25 43 64423 
2 1155 20 26 58 57823 
1 1288 21 25 32 64473 
2 1156 20 26 69 57873 
1 1289 21 25 40 64523 
2 1157 20 26 67 57923 
1 1290 21 25 49 64573 
2 1158 20 26 65 57973 
1 1291 21 25 38 64623 
2 1159 20 26 63 58023 
1 1292 21 25 44 64673 
2 1160 20 26 67 58073 
1 1293 21 25 43 64723 
2 1161 20 26 70 58123 
1 1294 21 25 43 64773 
2 1162 20 26 67 58173 
1 1295 21 25 43 64823 
2 1163 20 26 65 58223 
1 1296 21 25 46 64873 
2 1164 20 26 65 58273 
1 1297 21 25 46 64923 
2 1165 20 26 73 58323 
1 1298 21 25 49 64973 
2 1166 20 26 63 58373 
1 1299 21 25 45 65023 
2 1167 20 26 67 58423 
1 1300 21 25 41 65073 
2 1168 20 26 60 58473 
1 1301 21 25 48 65123 
2 1169 20 26 61 58523 
1 1302 21 25 43 65173 
2 1170 20 26 61 58573 
1 1303 21 25 44 65223 
2 1171 20 26 62 58623 
1 1304 21 25 51 65273 
2 1172 20 26 68 58673 
1 1305 21 25 47 65323 
2 1173 20 26 62 58723 
1 1306 21 25 49 65373 
2 1174 20 26 70 58773 
1 1307 21 25 43 65423 
2 1175 20 26 66 58823 
1 1308 21 25 46 65473 
2 1176 20 26 49 58873 
1 1309 21 25 39 65523 
2 1177 20 26 63 58923 
1 1310 21 25 53 65573 
2 1178 20 26 67 58973 
1 1311 21 25 44 65623 
2 1179 20 26 69 59023 
1 1312 21 25 45 65673 
2 1180 20 26 62 59073 
1 1313 21 25 46 65723 
2 1181 20 26 66 59123 
1 1314 21 25 42 65773 
2 1182 20 26 63 59173 
1 1315 21 25 42 65823 
2 1183 20 26 66 59223 
1 1316 21 25 42 65873 
2 1184 20 26 65 59273 
1 1317 21 25 42 65923 
2 1185 20 26 65 59323 
1 1318 21 25 43 65973 
2 1186 20 26 68 59373 
1 1319 21 25 43 66023 
2 1187 20 26 66 59423 
1 1320 21 25 43 66073 
2 1188 20 26 57 59473 
1 1321 21 25 43 66123 
